Method,Dataset,Pruning Power
sfa_equi-depth_False,InsectEPGSmallTrain,0.7791164658634538
sfa_equi-depth_False,InsectWingbeatSound,0.9606060606060606
sfa_equi-depth_False,ItalyPowerDemand,0.9659863945578231
sfa_equi-depth_False,LargeKitchenAppliances,0.25866666666666666
sfa_equi-depth_False,Lightning2,0.9180327868852459
sfa_equi-depth_False,Lightning7,0.6164383561643836
sfa_equi-depth_False,Mallat,0.8805970149253731
sfa_equi-depth_False,Meat,0.95
sfa_equi-depth_False,MedicalImages,0.9986842105263158
sfa_equi-depth_False,MiddlePhalanxOutlineAgeGroup,0.987012987012987
sfa_equi-depth_False,MiddlePhalanxOutlineCorrect,0.9621993127147767
sfa_equi-depth_False,MiddlePhalanxTW,0.961038961038961
sfa_equi-depth_False,MixedShapesRegularTrain,0.9950515463917525
sfa_equi-depth_False,MixedShapesSmallTrain,0.9868041237113402
sfa_equi-depth_False,MoteStrain,0.5239616613418531
sfa_equi-depth_False,NonInvasiveFetalECGThorax1,0.9674300254452927
sfa_equi-depth_False,NonInvasiveFetalECGThorax2,0.9888040712468193
sfa_equi-depth_False,OliveOil,0.9333333333333333
sfa_equi-depth_False,OSULeaf,0.9834710743801653
sfa_equi-depth_False,PhalangesOutlinesCorrect,0.9953379953379954
sfa_equi-depth_False,Phoneme,0.00949367088607595
sfa_equi-depth_False,PickupGestureWiimoteZ,0.96
sfa_equi-depth_False,PigAirwayPressure,0.9615384615384616
sfa_equi-depth_False,PigArtPressure,0.03365384615384615
sfa_equi-depth_False,PigCVP,0.4182692307692308
sfa_equi-depth_False,PLAID,0.664804469273743
sfa_equi-depth_False,Plane,0.9809523809523809
sfa_equi-depth_False,PowerCons,0.9722222222222222
sfa_equi-depth_False,ProximalPhalanxOutlineAgeGroup,0.9707317073170731
sfa_equi-depth_False,ProximalPhalanxOutlineCorrect,0.9759450171821306
sfa_equi-depth_False,ProximalPhalanxTW,0.9853658536585366
sfa_equi-depth_False,RefrigerationDevices,0.016
sfa_equi-depth_False,Rock,0.92
sfa_equi-depth_False,ScreenType,0.8266666666666667
sfa_equi-depth_False,SemgHandGenderCh2,0.0
sfa_equi-depth_False,SemgHandMovementCh2,0.006666666666666667
sfa_equi-depth_False,SemgHandSubjectCh2,0.006666666666666667
sfa_equi-depth_False,ShakeGestureWiimoteZ,0.8
sfa_equi-depth_False,ShapeletSim,0.0
sfa_equi-depth_False,ShapesAll,0.9883333333333333
sfa_equi-depth_False,SmallKitchenAppliances,0.005333333333333333
sfa_equi-depth_False,SonyAIBORobotSurface1,0.46089850249584025
sfa_equi-depth_False,SonyAIBORobotSurface2,0.7691500524658972
sfa_equi-depth_False,StarLightCurves,0.9989072365225837
sfa_equi-depth_False,Strawberry,0.9891891891891892
sfa_equi-depth_False,SwedishLeaf,0.9584
sfa_equi-depth_False,Symbols,0.9366834170854271
sfa_equi-depth_False,SyntheticControl,0.8233333333333334
sfa_equi-depth_False,ToeSegmentation1,0.9166666666666666
sfa_equi-depth_False,ToeSegmentation2,0.9461538461538461
sfa_equi-depth_False,Trace,0.96
sfa_equi-depth_False,TwoLeadECG,0.9104477611940298
sfa_equi-depth_False,TwoPatterns,0.98225
sfa_equi-depth_False,UMD,0.9305555555555556
sfa_equi-depth_False,UWaveGestureLibraryAll,0.9935790061418203
sfa_equi-depth_False,UWaveGestureLibraryX,0.9952540480178671
sfa_equi-depth_False,UWaveGestureLibraryY,1.0
sfa_equi-depth_False,Wafer,0.9889682024659312
sfa_equi-depth_False,Wine,0.9444444444444444
sfa_equi-depth_False,WordSynonyms,0.9843260188087775
sfa_equi-depth_False,Worms,0.8961038961038961
sfa_equi-depth_False,WormsTwoClass,0.8961038961038961
sfa_equi-depth_False,Yoga,0.9916666666666667
